,win,nomination
tt0450314,1,1
tt0450336,0,0
tt0450340,0,0
tt0450345,2,7
tt0450385,4,12
tt0450405,0,0
tt0451079,1,18
tt0451094,12,13
tt0451279,29,72
tt0451833,0,0
tt0451850,4,11
tt0452594,3,5
tt0452598,1,5
tt0452608,1,5
tt0452623,33,32
tt0452624,3,5
tt0452625,1,3
tt0452637,10,11
tt0452643,0,0
tt0452681,4,9
tt0452694,1,5
tt0452702,1,2
tt0453451,0,0
tt0453467,1,6
tt0453548,1,4
tt0453556,0,0
tt0453562,2,21
tt0453671,1,4
tt0453729,10,13
tt0454082,0,0
tt0454084,0,0
tt0454776,3,6
tt0454824,2,3
tt0454841,2,13
tt0454848,5,12
tt0454876,81,135
tt0454919,0,0
tt0454921,12,26
tt0454945,2,5
tt0454970,1,1
tt0454987,0,0
tt0455323,0,0
tt0455326,0,0
tt0455362,0,0
tt0455407,0,0
tt0455499,0,0
tt0455538,0,0
tt0455590,49,32
tt0455612,0,0
tt0455760,0,0
tt0455782,0,0
tt0455824,12,37
tt0455857,0,0
tt0455944,1,9
tt0455957,2,5
tt0455960,2,2
tt0455967,2,2
tt0456144,26,17
tt0456149,30,14
tt0456396,13,21
tt0456470,2,3
tt0456554,0,0
tt0456912,7,6
tt0457297,0,0
tt0457400,2,9
tt0457419,0,0
tt0457430,110,115
tt0457433,0,0
tt0457495,0,0
tt0457510,1,11
tt0457513,0,0
tt0457572,13,15
tt0457655,9,17
tt0457939,2,11
tt0458339,4,46
tt0458352,19,53
tt0458364,0,0
tt0458367,1,2
tt0458413,0,0
tt0458481,4,6
tt0458525,3,21
tt0460740,0,0
tt0460745,0,0
tt0460780,4,5
tt0460791,4,11
tt0460792,1,3
tt0460810,0,0
tt0460829,4,20
tt0460890,0,0
tt0460989,7,24
tt0461703,0,0
tt0461770,12,51
tt0461936,1,11
tt0462200,1,7
tt0462229,0,0
tt0462244,1,5
tt0462322,10,22
tt0462335,6,14
tt0462338,1,3
tt0462395,0,0
tt0462396,0,0
tt0462465,0,0
tt0462499,1,1
tt0462504,1,6
tt0462519,0,0
tt0462538,5,34
tt0462590,1,3
tt0463034,3,2
tt0463854,3,16
tt0463872,0,0
tt0463985,1,4
tt0463998,2,1
tt0464041,0,0
tt0464049,2,15
tt0464141,32,43
tt0464154,2,12
tt0464196,3,2
tt0464913,4,7
tt0465142,0,0
tt0465203,0,0
tt0465234,1,5
tt0465430,0,0
tt0465436,0,0
tt0465494,0,0
tt0465502,0,0
tt0465538,28,114
tt0465551,15,74
tt0465580,1,2
tt0465602,0,0
tt0465624,1,1
tt0466342,4,1
tt0466460,1,2
tt0466816,9,15
tt0466839,0,0
tt0466856,0,0
tt0466893,9,18
tt0466909,1,7
tt0467110,0,0
tt0467197,0,0
tt0467200,0,0
tt0467406,89,100
tt0468489,29,48
tt0468492,29,35
tt0468565,23,18
tt0468569,159,163
tt0469021,2,6
tt0469263,0,0
tt0469494,116,137
tt0469623,3,2
tt0469641,4,12
tt0469754,1,7
tt0469903,1,3
tt0470055,0,0
tt0470705,1,6
tt0470752,73,161
tt0470765,3,14
tt0470883,2,4
tt0471030,22,12
tt0471041,0,0
tt0471042,0,0
tt0471571,2,8
tt0472033,0,0
tt0472043,9,23
tt0472062,5,24
tt0472160,0,0
tt0472181,2,8
tt0472198,0,0
tt0472399,0,0
tt0473075,1,11
tt0473188,0,0
tt0473308,6,16
tt0473356,0,0
tt0473360,0,0
tt0473367,12,17
tt0473444,20,34
tt0473488,8,9
tt0473705,2,4
tt0473753,0,0
tt0475169,11,4
tt0475276,29,57
tt0475290,14,44
tt0475394,0,0
tt0475723,4,2
tt0475937,0,0
tt0475944,0,0
tt0476735,14,7
tt0476958,0,0
tt0476964,1,7
tt0477051,8,9
tt0477071,0,0
tt0477078,2,7
tt0477080,1,14
tt0477095,1,3
tt0477139,9,6
tt0477302,8,26
tt0477347,2,8
tt0477348,163,140
tt0478024,4,2
tt0478087,1,5
tt0478134,3,22
tt0478304,116,130
tt0478311,8,26
tt0478970,4,34
tt0479143,0,0
tt0479500,0,0
tt0479528,1,4
tt0479537,1,1
tt0479647,7,22
tt0479751,13,5
tt0479884,2,2
tt0479952,4,11
tt0479968,0,0
tt0479997,0,0
tt0480025,14,16
tt0480239,0,0
tt0480242,0,0
tt0480249,9,23
tt0480255,1,7
tt0480269,1,3
tt0480271,0,0
tt0480669,10,8
tt0480687,0,0
tt0481141,0,0
tt0481369,0,0
tt0481499,5,46
tt0481536,1,1
tt0481797,1,1
tt0482088,1,1
tt0482463,0,0
tt0482527,0,0
tt0482546,5,5
tt0482571,6,45
tt0482572,0,0
tt0482599,0,0
tt0482603,0,0
tt0482606,1,15
tt0482629,0,0
tt0483607,0,0
tt0483726,0,0
tt0484562,0,0
tt0484740,0,0
tt0484877,0,0
tt0485323,0,0
tt0485510,9,7
tt0485601,7,7
tt0485851,0,0
tt0485947,11,6
tt0485976,1,4
tt0485985,2,9
tt0486051,0,0
tt0486551,1,3
tt0486576,3,17
tt0486583,0,0
tt0486640,1,3
tt0486655,5,11
tt0486674,0,0
tt0486822,5,7
tt0486946,1,4
tt0488085,0,0
tt0488120,1,2
tt0488414,25,20
tt0488478,9,9
tt0488604,6,5
tt0488658,1,3
tt0488798,1,6
tt0488988,0,0
tt0489049,0,0
tt0489099,2,5
tt0489235,0,0
tt0489237,1,2
tt0489270,1,9
tt0489281,2,5
tt0489282,0,0
tt0489327,4,21
tt0489664,0,0
tt0490076,0,0
tt0490084,0,0
tt0490086,0,0
tt0490181,0,0
tt0490204,0,0
tt0490215,6,58
tt0491152,0,0
tt0491175,4,8
tt0491203,0,0
tt0491747,62,42
tt0492044,0,0
tt0492389,1,1
tt0492486,0,0
tt0492619,0,0
tt0492956,0,0
tt0493264,0,0
tt0493405,2,1
tt0493464,4,25
tt0493949,1,4
tt0494222,6,4
tt0494238,0,0
tt0494271,21,26
tt0494652,0,0
tt0494834,7,5
tt0495034,1,3
tt0495596,0,0
tt0496436,0,0
tt0496806,1,5
tt0497137,8,8
tt0497465,32,54
tt0497972,0,0
tt0497986,3,2
tt0498097,12,12
tt0498353,0,0
tt0498380,24,39
tt0498381,0,0
tt0498399,2,7
tt0499262,19,15
tt0499375,17,33
tt0499448,2,21
tt0499549,89,131
tt0499554,0,0
tt0499556,0,0
tt0499603,1,2
tt0756683,5,2
tt0757361,3,13
tt0758730,0,0
tt0758742,4,3
tt0758746,2,5
tt0758752,1,5
tt0758758,23,106
tt0758766,0,0
tt0758771,0,0
tt0758774,0,0
tt0758794,0,0
tt0760311,0,0
tt0760329,0,0
tt0762073,17,19
tt0762107,0,0
tt0762114,0,0
tt0762125,3,3
tt0762138,0,0
tt0763831,0,0
tt0763840,0,0
tt0765010,4,16
tt0765120,0,0
tt0765429,12,38
tt0765432,4,22
tt0765443,28,74
tt0765446,0,0
tt0765447,0,0
tt0765476,2,3
tt0768212,0,0
tt0770703,0,0
tt0770752,0,0
tt0770772,0,0
tt0770828,7,46
tt0772193,0,0
tt0775440,0,0
tt0775489,7,34
tt0775529,17,33
tt0775539,0,0
tt0775552,0,0
tt0779982,5,5
tt0780504,79,180
tt0780511,1,6
tt0780516,0,0
tt0780521,10,42
tt0780534,0,0
tt0780536,24,55
tt0780567,0,0
tt0780571,0,0
tt0780607,0,0
tt0780608,0,0
tt0780622,2,10
tt0780653,4,8
tt0783233,51,149
tt0783238,2,4
tt0783532,6,1
tt0784972,0,0
tt0785006,2,2
tt0785007,0,0
tt0785035,0,0
tt0785077,1,1
tt0787474,8,61
tt0787475,0,0
tt0787523,1,3
tt0787524,1,3
tt0790604,1,8
tt0790623,0,0
tt0790628,1,4
tt0790636,84,87
tt0790686,0,0
tt0790712,17,47
tt0790724,1,6
tt0790736,0,0
tt0790804,0,0
tt0791304,3,5
tt0792965,3,4
tt0795351,0,0
tt0795368,3,2
tt0795421,15,25
tt0795434,1,2
tt0795441,10,9
tt0795461,0,0
tt0795493,0,0
tt0796302,0,0
tt0796366,27,95
tt0796375,1,3
tt0798817,1,1
tt0799934,0,0
tt0799949,2,3
tt0800003,0,0
tt0800027,0,0
tt0800039,4,19
tt0800069,0,0
tt0800080,1,10
tt0800240,2,1
tt0800241,2,11
tt0800308,0,0
tt0800320,4,14
tt0800325,0,0
tt0800369,5,30
tt0800956,12,20
tt0802948,0,0
tt0803057,0,0
tt0803061,12,15
tt0803096,2,3
tt0804452,0,0
tt0804461,0,0
tt0804463,0,0
tt0804492,4,4
tt0804497,0,0
tt0804516,0,0
tt0804522,0,0
tt0804540,0,0
tt0805184,0,0
tt0805526,0,0
tt0805564,7,36
tt0805570,2,6
tt0806027,0,0
tt0806088,1,1
tt0806147,0,0
tt0806203,0,0
tt0807758,2,7
tt0808151,1,5
tt0808185,26,9
tt0808240,0,0
tt0808244,2,6
tt0808276,5,9
tt0808279,1,6
tt0808331,5,6
tt0808339,2,1
tt0808357,29,56
tt0808399,0,0
tt0808417,30,59
tt0808506,12,2
tt0808510,1,4
tt0809504,0,0
tt0810784,16,54
tt0810819,31,79
tt0810823,0,0
tt0810827,1,1
tt0810913,14,5
tt0810922,0,0
tt0810988,0,0
tt0811080,1,12
tt0811106,0,0
tt0811138,5,8
tt0813547,7,10
tt0814022,0,0
tt0814255,0,0
tt0814314,4,7
tt0814335,0,0
tt0814685,1,6
tt0815178,0,0
tt0815236,0,0
tt0815244,0,0
tt0815245,0,0
tt0816258,3,6
tt0816436,3,7
tt0816442,9,17
tt0816462,0,0
tt0816556,0,0
tt0816692,44,148
tt0816711,3,25
tt0817177,2,2
tt0817230,7,12
tt0817538,1,2
tt0819714,1,2
tt0821640,0,0
tt0821642,1,3
tt0822832,2,4
tt0822847,0,0
tt0822854,0,0
tt0824747,14,55
tt0824758,5,18
tt0825232,3,4
tt0825236,6,10
tt0827503,3,4
tt0829150,3,5
tt0829297,0,0
tt0829459,4,19
tt0829482,11,24
tt0830515,4,32
tt0830558,1,1
tt0831387,7,31
tt0831884,1,2
tt0831887,0,0
tt0831888,5,1
tt0832266,1,1
tt0834001,0,0
tt0837106,3,2
tt0837562,2,15
tt0837563,1,9
tt0838221,4,4
tt0838232,0,0
tt0838247,0,0
tt0838283,3,2
tt0839980,1,4
tt0840322,0,0
tt0840361,9,46
tt0841044,2,5
tt0841046,1,6
tt0842926,29,133
tt0842929,8,15
tt0844286,0,0
tt0844457,4,7
tt0844471,1,14
tt0844479,0,0
tt0844671,0,0
tt0844708,1,8
tt0844993,1,1
tt0845046,3,10
tt0845448,0,0
tt0848228,38,80
tt0848537,2,21
tt0848557,1,1
tt0850253,1,4
tt0851577,16,13
tt0851578,6,5
tt0852713,0,0
tt0856288,9,5
tt0857190,0,0
tt0857191,19,35
tt0857265,2,6
tt0857376,2,1
tt0858479,0,0
tt0858486,4,2
tt0859163,2,6
tt0859635,2,2
tt0860906,1,2
tt0861689,15,20
tt0861739,47,17
tt0862467,4,9
tt0862846,2,6
tt0862856,6,7
tt0864761,8,21
tt0864835,2,16
tt0865554,0,0
tt0865556,0,0
tt0865559,0,0
tt0866437,0,0
tt0866439,1,1
tt0869994,0,0
tt0870090,0,0
tt0870111,23,81
tt0870984,21,33
tt0871426,1,5
tt0871510,32,16
tt0872230,0,0
tt0873886,3,8
tt0875034,8,60
tt0875113,2,1
tt0875595,10,9
tt0876563,12,20
tt0878695,2,1
tt0878804,9,30
tt0878835,5,18
tt0879843,14,14
tt0879870,2,2
tt0880502,38,23
tt0880578,0,0
tt0881320,1,1
tt0881891,0,0
tt0882977,0,0
tt0884224,0,0
tt0884328,6,13
tt0884732,2,4
tt0887883,8,32
tt0887912,125,130
tt0889573,1,3
tt0889583,2,5
tt0890870,2,7
tt0891527,0,0
tt0891592,0,0
tt0892255,4,13
tt0892318,0,0
tt0892767,0,0
tt0892769,25,63
tt0892782,3,10
tt0892791,1,13
tt0892899,0,0
tt0893402,0,0
tt0893412,2,3
tt0896534,2,5
tt0896798,0,0
tt0896872,8,11
tt0897361,8,4
tt0898367,5,34
tt0899106,0,0
tt0899128,0,0
tt0900387,0,0
tt0901476,1,8
tt0901487,12,27
tt0901507,0,0
tt0902290,1,5
tt0902955,3,8
tt0903624,11,75
tt0903657,20,58
tt0905372,0,0
tt0906108,1,4
tt0906665,4,5
tt0906734,1,1
tt0907657,24,32
tt0910554,0,0
tt0910905,0,0
tt0910936,2,15
tt0910970,93,95
tt0913354,0,0
tt0913425,9,46
tt0913445,5,2
tt0913968,18,28
tt0914797,0,0
tt0914798,7,7
tt0914863,0,0
tt0918927,25,97
tt0918940,2,4
tt0920458,9,15
tt0923811,3,1
tt0924129,0,0
tt0926063,1,2
tt0926084,15,55
tt0926129,1,4
tt0926762,0,0
tt0929425,34,42
tt0929632,113,103
tt0935075,7,42
tt0936501,2,2
tt0937237,6,2
tt0938283,8,12
tt0938330,0,0
tt0940709,5,15
tt0942384,0,0
tt0942385,10,47
tt0944834,0,0
tt0944835,4,16
tt0945513,1,8
tt0947798,97,279
tt0947802,0,0
tt0947810,0,0
tt0948470,2,31
tt0949731,3,10
tt0951216,0,0
tt0951335,0,0
tt0952640,3,2
tt0953318,7,4
tt0954947,2,5
tt0955308,1,14
tt0956038,0,0
tt0959329,0,0
tt0959337,20,73
tt0960144,2,2
tt0960731,3,5
tt0960790,10,4
tt0960890,0,0
tt0961097,0,0
tt0961108,0,0
tt0961722,0,0
tt0961728,2,6
tt0962726,8,9
tt0962736,13,17
tt0963178,1,1
tt0963194,3,1
tt0963743,3,1
tt0963794,0,0
tt0963966,1,2
tt0964185,1,5
tt0964516,12,8
tt0964517,73,124
tt0964539,0,0
tt0964587,0,0
tt0968264,2,3
tt0970179,61,192
tt0970411,0,0
tt0970416,2,5
tt0970452,1,1
tt0970468,0,0
tt0970866,3,5
tt0971209,0,0
tt0972883,1,2
tt0974014,0,0
tt0974015,2,13
tt0974554,3,5
tt0974613,0,0
tt0974661,3,5
tt0975645,5,29
tt0976051,26,48
tt0976222,0,0
tt0976238,0,0
tt0977855,4,9
tt0978759,32,39
tt0978762,5,9
tt0978764,1,11
tt0979434,0,0
tt0980970,2,18
tt0981072,0,0
tt0981227,0,0
tt0983193,22,63
tt0983213,0,0
tt0983946,0,0
tt0985694,2,6
tt0985699,3,11
tt0986233,49,39
tt0986263,0,0
tt0986264,23,13
tt0988045,10,31
tt0988047,0,0
tt0988108,7,2
tt0988595,5,3
tt0988849,0,0
tt0989757,4,8
tt0990407,4,7
tt0992911,3,2
tt0993842,8,26
tt0993846,37,179
tt0995031,1,12
tt0995039,3,2
tt0995829,27,15
tt0995868,0,0
tt0997047,0,0
tt0997152,0,0
tt0999913,0,0
tt1000774,2,12
tt1001508,1,4
tt1001526,2,16
tt10039344,0,0
tt10060094,1,2
tt1007028,2,4
tt1007029,25,47
tt1010048,153,133
tt1010271,0,0
tt1012804,0,0
tt1013743,0,0
tt1013752,6,2
tt1013753,66,145
tt1013860,0,0
tt1014672,2,5
tt1014759,35,63
tt1014763,0,0
tt1014775,3,6
tt1016075,0,0
tt1016301,4,1
tt1017451,0,0
tt1017456,4,12
tt1017460,4,23
tt10183816,1,2
tt1018765,0,0
tt1018785,0,0
tt1018818,0,0
tt1019452,17,80
tt10199590,21,60
tt1020072,57,91
tt1020530,9,8
tt1020558,0,0
tt1020773,10,28
tt1020885,1,1
tt1022603,17,58
tt10230426,0,0
tt1023111,0,0
tt1023114,4,5
tt1023481,2,3
tt1023490,32,40
tt1023500,0,0
tt1024255,0,0
tt1024648,94,156
tt1024715,2,7
tt1024943,36,26
tt1025100,1,6
tt1027718,1,4
tt1027862,0,0
tt1028528,0,0
tt1028532,0,0
tt1028576,3,6
tt1029120,1,1
tt1029231,11,20
tt1029234,7,9
tt1029235,12,8
tt1029360,1,6
tt1031280,7,1
tt1031969,0,0
tt10324144,15,21
tt1032751,0,0
tt1032755,1,5
tt1032815,1,1
tt1032819,0,0
tt1032825,0,0
tt1032846,43,60
tt1032856,47,17
tt1033575,65,148
tt1033643,0,0
tt1034032,0,0
tt1034303,2,5
tt1034314,4,2
tt1034331,1,2
tt1034385,0,0
tt1034389,0,0
tt1034415,24,72
tt10350626,1,8
tt1035736,5,20
tt1037218,0,0
tt1037705,3,16
tt1038686,0,0
tt1038919,4,5
tt1038988,16,12
tt1041829,7,20
tt1042877,6,21
tt10431500,12,13
tt1043726,1,7
tt1045658,89,148
tt1045670,39,63
tt1045772,6,11
tt1045778,0,0
tt1046163,0,0
tt1046173,3,16
tt1046947,1,3
tt1046997,1,10
tt1047540,1,4
tt1049402,2,8
tt1049413,79,87
tt10515526,1,8
tt1051904,0,0
tt1051906,42,76
tt1051907,1,11
tt1053424,0,0
tt1053810,0,0
tt1053859,0,0
tt1054580,4,2
tt1054588,0,0
tt1054606,5,23
tt1055292,0,0
tt1055369,15,31
tt1057500,12,38
tt1058017,0,0
tt1059786,3,8
tt1059836,0,0
tt1060277,5,34
tt1063669,9,8
tt1064932,5,9
tt1065073,173,218
tt1067106,3,5
tt1067583,3,13
tt1067765,0,0
tt1067774,0,0
tt1068242,0,0
tt1068641,2,3
tt1068646,11,33
tt1068649,15,31
tt1068678,0,0
tt1068680,3,9
tt1069238,40,12
tt1071804,1,1
tt1071875,0,0
tt1072748,6,10
tt1073105,0,0
tt1073241,2,2
tt1073498,0,0
tt1074638,67,123
tt1075417,0,0
tt1075419,1,6
tt1075747,1,4
tt1077248,3,2
tt1077258,0,0
tt1077368,2,13
tt1078188,13,11
tt1078588,4,4
tt1078912,2,9
tt1078940,1,4
tt1080016,3,13
tt1082601,0,0
tt1082807,0,0
tt1082853,0,0
tt1082868,0,0
tt1082886,4,4
tt1083452,2,9
tt1083456,0,0
tt1084950,32,65
tt1084972,3,7
tt1085492,0,0
tt1085779,0,0
tt1086772,1,10
tt1087578,11,8
tt10886166,1,5
tt1091191,6,16
tt1091722,1,4
tt1092026,2,9
tt1092633,0,0
tt1093357,0,0
tt1093370,13,20
tt1093908,1,3
tt1095174,0,0
tt1095217,3,13
tt10964430,8,11
tt1097013,0,0
tt1097643,7,6
tt1098327,0,0
tt1099212,32,16
tt1100089,13,81
tt1103153,2,3
tt1103275,3,18
tt1103982,0,0
tt1104001,10,51
tt1104733,0,0
tt1104806,1,3
tt1107319,0,0
tt1107860,0,0
tt1109624,3,7
tt1111422,1,7
tt1111890,0,0
tt1111948,0,0
tt1112782,0,0
tt1114677,6,10
tt1114740,1,3
tt1117385,0,0
tt1119191,0,0
tt1119646,13,25
tt1120985,9,56
tt1121096,2,1
tt1121794,0,0
tt1121931,1,2
tt1121977,4,12
tt1123373,10,17
tt1124035,9,36
tt1124037,3,4
tt1124039,0,0
tt1124052,17,13
tt1125849,58,93
tt1126590,3,18
tt1126591,6,19
tt1126596,0,0
tt1126618,1,3
tt1127180,7,24
tt1127715,14,18
tt1127896,0,0
tt1128075,17,3
tt1129423,0,0
tt1129442,0,0
tt1129445,3,4
tt1130080,1,20
tt1130884,11,66
tt1130988,0,0
tt1131724,1,2
tt1131729,2,9
tt1131734,3,4
tt1132285,0,0
tt1132449,0,0
tt1132620,18,35
tt1132626,1,2
tt1133985,3,6
tt1133991,0,0
tt1134629,1,4
tt1134854,0,0
tt1135084,2,6
tt1135092,0,0
tt1135487,1,4
tt1135503,24,47
tt1135525,0,0
tt1135985,0,0
tt1136608,31,117
tt1137450,0,0
tt11388406,1,1
tt11390036,0,0
tt1139328,33,56
tt1139592,0,0
tt1139668,0,0
tt1139797,75,58
tt1142433,0,0
tt1142800,1,4
tt1142977,11,50
tt1142988,3,5
tt1144884,2,2
tt1146325,6,5
tt1148204,1,7
tt1149361,5,8
tt1149362,62,48
tt1151359,0,0
tt1151922,0,0
tt1152398,1,1
tt1152836,1,14
tt1152850,9,16
tt1153706,0,0
tt1155056,1,8
tt1155076,5,12
tt1156398,10,29
tt1160368,0,0
tt1160996,1,4
tt1161418,0,0
tt1161864,1,5
tt1164999,21,65
tt1166100,12,18
tt1167638,0,0
tt1167660,0,0
tt1170358,19,90
tt1171701,5,8
tt1172049,1,2
tt1172233,0,0
tt1172570,3,7
tt1172571,1,6
tt1172991,2,11
tt1172994,3,6
tt1173687,0,0
tt1173745,15,8
tt1174730,3,4
tt1174732,36,96
tt1174954,0,0
tt1175491,1,8
tt1175506,5,27
tt1175709,0,0
tt1176740,3,10
tt1178663,2,1
tt1178665,0,0
tt1179025,0,0
tt1179031,1,8
tt1179034,0,0
tt1179056,2,11
tt1179069,0,0
tt1179258,3,2
tt1179794,1,1
tt1179891,0,0
tt1179904,3,12
tt1179933,16,48
tt1181791,3,7
tt1181795,0,0
tt1182345,28,37
tt1182350,2,6
tt1182921,0,0
tt1182937,4,13
tt1182972,4,14
tt1183251,0,0
tt1183252,2,5
tt1183276,3,1
tt1183374,0,0
tt1183665,0,0
tt1183732,0,0
tt1183923,2,3
tt1185266,0,0
tt1185416,0,0
tt1185420,3,10
tt1185834,0,0
tt1185836,2,3
tt1186367,0,0
tt1186370,0,0
tt1186830,11,15
tt1187043,63,25
tt1187064,1,5
tt1188113,0,0
tt1188729,0,0
tt1188982,1,5
tt1188996,23,26
tt1189073,28,69
tt1189340,0,0
tt1190080,5,21
tt1190536,1,4
tt1190539,27,25
tt1191111,4,8
tt1192628,46,25
tt1193138,75,171
tt1193516,0,0
tt1193631,0,0
tt1194173,1,11
tt1194238,16,9
tt1194263,4,28
tt1194417,1,2
tt1195478,0,0
tt1196141,5,9
tt1196204,0,0
tt1196948,0,0
tt1196956,3,5
tt1197624,3,5
tt1197628,1,4
tt1198101,0,0
tt1198138,4,8
tt1198156,0,0
tt1201167,0,0
tt1201607,46,94
tt1204340,24,25
tt1204342,17,43
tt1204975,4,1
tt1204977,0,0
tt1205489,21,22
tt1205535,0,0
tt1205537,0,0
tt1205558,0,0
tt1206543,1,10
tt1206885,4,8
tt1210042,1,10
tt1210166,29,82
tt1210819,5,20
tt1211837,19,68
tt1211956,0,0
tt1212419,4,15
tt1212428,6,31
tt1212436,0,0
tt1212450,1,8
tt1212974,0,0
tt1213012,0,0
tt1213641,32,196
tt1213644,1,6
tt1213648,0,0
tt1213663,4,28
tt1214962,0,0
tt1216475,1,19
tt1216487,1,4
tt1216491,3,6
tt1216492,0,0
tt1216496,44,46
tt1216520,1,1
tt1217209,20,48
tt1217213,1,5
tt1217613,1,4
tt1219289,2,8
tt1219342,4,23
tt1219827,3,6
tt1220198,0,0
tt1220634,2,8
tt1220719,12,19
tt1220888,0,0
tt1222817,1,2
tt1225822,0,0
tt1226229,0,0
tt1226236,16,47
tt1226240,1,2
tt1226271,0,0
tt1226273,0,0
tt1226681,1,11
tt1226753,13,5
tt1226774,16,43
tt1226837,10,30
tt1228705,7,44
tt1228987,14,28
tt1229238,5,30
tt1229340,1,23
tt1229822,10,16
tt1230165,18,23
tt1230385,8,20
tt1230414,8,15
tt1230448,0,0
tt1231277,0,0
tt1231287,0,0
tt1231580,0,0
tt1231583,0,0
tt1231586,0,0
tt1231587,0,0
tt1232200,5,10
tt1232776,21,29
tt1232783,0,0
tt1232829,11,21
tt1233227,0,0
tt1233301,0,0
tt1233381,24,17
tt1234541,0,0
tt1234548,1,1
tt1234654,2,15
tt1234719,1,4
tt1234721,4,1
tt1235124,0,0
tt1235166,52,55
tt1235189,0,0
tt1235448,1,13
tt1235522,0,0
tt1235796,6,6
tt1235841,3,9
tt1238291,9,12
tt1240982,1,3
tt1241195,0,0
tt1241317,0,0
tt1242422,44,27
tt1242432,0,0
tt1242460,26,66
tt1242545,3,6
tt1243957,4,4
tt1243974,2,7
tt1244659,0,0
tt1244668,5,9
tt1244754,9,10
tt1245112,5,3
tt1245492,10,22
tt1245526,4,19
tt1247640,0,0
tt1247690,0,0
tt1247692,0,0
tt1250777,19,62
tt1251757,0,0
tt1252596,10,10
tt1253863,2,7
tt1253864,1,6
tt1255919,4,4
tt1255953,40,18
tt12567088,0,0
tt1258197,2,2
tt1258972,0,0
tt1259014,8,15
tt1259521,20,34
tt1259528,0,0
tt1259571,20,24
tt1260502,0,0
tt1261047,1,5
tt1261945,8,9
tt1262416,1,6
tt1262981,0,0
tt1263670,39,33
tt1263750,3,7
tt1264904,0,0
tt1265990,0,0
tt1266029,6,21
tt1267297,0,0
tt1268799,0,0
tt1270262,0,0
tt1270761,0,0
tt1270797,3,9
tt1270798,21,39
tt1270835,0,0
tt1270842,4,9
tt1272878,0,0
tt1273235,1,3
tt1273678,0,0
tt1274295,9,33
tt1275863,15,37
tt1276104,18,47
tt1276419,21,42
tt1277737,8,8
tt1277953,3,20
tt1278340,1,6
tt1279935,4,8
tt1280558,10,15
tt1282139,3,13
tt1282140,9,21
tt1284575,6,4
tt1285009,0,0
tt1285016,172,186
tt1285241,8,7
tt1285309,0,0
tt1286126,0,0
tt1287468,1,3
tt1287878,27,25
tt1288403,0,0
tt1288558,6,19
tt1289401,5,24
tt1289403,0,0
tt1289406,1,4
tt1291150,1,11
tt1291465,7,22
tt1291570,0,0
tt1291580,44,53
tt1291584,5,22
tt1291652,4,1
tt1292566,0,0
tt1292703,7,2
tt1293847,1,6
tt1294213,2,3
tt1294226,4,10
tt1294688,0,0
tt1294970,0,0
tt1296898,1,1
tt1297919,0,0
tt1298644,3,3
tt1298649,0,0
tt1298650,3,31
tt1300851,0,0
tt1300853,0,0
tt1300854,20,63
tt1302006,73,350
tt1302011,5,47
tt1302067,2,2
tt1303828,1,7
tt1305591,0,0
tt1305797,28,15
tt1305806,53,43
tt1306980,12,28
tt1307068,0,0
tt1308728,2,10
tt1308729,0,0
tt1311060,0,0
tt1311067,1,1
tt1311071,5,12
tt1313092,39,60
tt1313139,0,0
tt1314228,0,0
tt1314655,0,0
tt1315981,39,58
tt1316037,0,0
tt1316536,2,11
tt1316540,7,15
tt1316622,0,0
tt1318514,21,43
tt1318517,4,7
tt1319718,0,0
tt1320082,9,15
tt1320239,0,0
tt1320244,7,10
tt1320253,3,5
tt1320261,0,0
tt1320291,0,0
tt1321509,0,0
tt1321511,0,0
tt1321860,2,12
tt1321870,0,0
tt1322269,16,65
tt1322312,0,0
tt1322930,6,7
tt1323045,2,5
tt1323594,3,41
tt1324059,8,17
tt1324999,11,22
tt1325004,22,34
tt1326972,8,19
tt1327035,11,14
tt1327194,5,7
tt1327773,16,55
tt1328634,2,7
tt1331307,0,0
tt1332134,8,11
tt1333125,4,5
tt1334102,1,1
tt1334260,8,27
tt1334512,3,6
tt1334553,0,0
tt1335975,0,0
tt1336006,8,3
tt1336608,2,8
tt1336617,0,0
tt1337057,0,0
tt1340107,13,24
tt1340138,0,0
tt1340800,35,100
tt1341167,9,24
tt1341188,0,0
tt1341710,0,0
tt1343092,50,86
tt1343097,1,3
tt1343727,2,14
tt1345836,38,103
tt1349451,0,0
tt1351685,1,4
tt1352824,3,5
tt1355630,3,1
tt1355631,0,0
tt1355644,2,12
tt1355683,6,24
tt1356864,1,4
tt1360860,20,13
tt1361318,0,0
tt1362058,2,1
tt1365050,31,57
tt1365519,0,0
tt1366344,0,0
tt1366365,0,0
tt1369706,0,0
tt1371111,15,79
tt1371150,0,0
tt1371155,3,17
tt1372686,10,18
tt1373156,0,0
tt1373215,0,0
tt1374989,1,3
tt1374992,0,0
tt1375666,157,220
tt1375670,3,4
tt1375789,5,12
tt1379177,1,6
tt1379182,20,21
tt1381404,2,1
tt1385826,1,9
tt1385867,0,0
tt1386588,3,15
tt1386691,0,0
tt1386697,17,40
tt1386703,2,6
tt1386932,6,10
tt1389072,1,16
tt1389096,0,0
tt1389127,4,3
tt1389137,1,8
tt1390411,1,5
tt1390535,0,0
tt1391034,0,0
tt1392170,33,48
tt1392190,245,231
tt1392197,0,0
tt1392214,10,38
tt1395054,9,34
tt1396218,1,3
tt1396226,0,0
tt1396484,9,48
