,win,nomination
nm2880943,,
nm3340499,,
nm0252803,7,1
nm1212034,2,8
nm0006092,1,4
nm0218119,6,4
nm3443403,2,6
nm3174627,8,3
nm0909176,,
nm6921776,8,0
nm1664945,57,105
nm0084580,1,0
nm0316251,5,3
nm2384535,,
nm0192090,1,2
nm1163224,,
nm3988629,1,1
nm0875715,2,7
nm0036654,,
nm3620498,0,3
nm0645477,6,4
nm0339567,3,3
nm3106201,15,0
nm0989649,1,0
nm3942948,2,7
nm2958840,0,4
nm0688261,0,2
nm0615536,,
nm3466537,,
nm4826661,,
nm0784742,11,22
nm0872564,2,0
nm2272926,4,6
nm4532152,2,1
nm0681553,,
nm0000425,29,32
nm0011689,,
nm0250315,2,1
nm3023641,9,5
nm0497802,1,1
nm0001139,15,8
nm1161979,2,1
nm4060968,,
nm0028297,3,5
nm4579146,,
nm0011470,7,22
nm7158781,2,0
nm0959762,,
nm0290870,0,1
nm0923505,0,4
nm0015664,1,0
nm2379331,15,10
nm0443073,,
nm0935352,1,2
nm2753462,,
nm3646951,7,0
nm1773609,,
nm4697296,,
nm4772560,5,0
nm8802062,1,2
nm3176695,,
nm1490101,2,6
nm3265185,1,0
nm2967962,,
nm1126044,,
nm1474879,,
nm0918078,3,6
nm2554084,,
nm0713615,,
nm0628563,8,10
nm6594610,,
nm0790746,1,2
nm2623333,0,4
nm0424103,46,35
nm0006554,13,13
nm0108284,8,9
nm0668824,,
nm7717544,,
nm3563781,,
nm9088580,,
nm0288055,1,1
nm0461904,2,2
nm0541896,17,1
nm0771362,,
nm0320261,,
nm0434153,4,2
nm1053530,11,50
nm0204144,0,1
nm1293153,0,2
nm0793840,3,1
nm0896455,,
nm0114399,1,4
nm4069514,,
nm1314647,4,10
nm0283810,0,3
nm2154550,1,0
nm1475486,,
nm1447139,,
nm3239275,3,7
nm4974854,4,2
nm7629684,,
nm6327305,3,1
nm2278268,,
nm0470081,20,12
nm7919195,,
nm1899220,,
nm0831212,1,0
nm1826889,13,5
nm3173219,0,2
nm2397390,1,4
nm2501703,2,4
nm0940790,1,1
nm1788079,1,3
nm0001747,4,13
nm0086920,,
nm3943930,,
nm3612638,1,1
nm1739486,,
nm0951520,1,2
nm0370821,,
nm2319599,,
nm2053677,1,0
nm0927445,1,0
nm0169135,9,6
nm0784919,5,4
nm1739317,,
nm1292192,1,3
nm0591486,7,20
nm0893411,,
nm4204557,12,13
nm3032994,,
nm2610677,1,1
nm3150467,,
nm0363317,,
nm0518070,4,4
nm0001024,5,8
nm2438008,4,6
nm2957397,13,13
nm4401386,2,2
nm5527445,4,5
nm0718671,26,10
nm1764292,,
nm1249945,0,1
nm1875051,2,1
nm2416943,0,1
nm0975026,8,15
nm0073035,0,2
nm3383466,1,0
nm0629580,4,6
nm1135007,,
nm2721577,,
nm2615804,,
nm0361388,,
nm2999612,,
nm0007131,5,11
nm1908575,,
nm0373361,,
nm0379092,,
nm0877914,,
nm1534595,4,3
nm2584377,,
nm1176906,4,2
nm0691564,4,3
nm1217362,0,2
nm2250139,1,1
nm0822855,11,1
nm0002086,2,1
nm0528068,4,3
nm1292685,3,2
nm0121166,,
nm1046242,,
nm5899150,,
nm0227677,3,1
nm0625725,1,3
nm0939992,1,5
nm1659256,2,6
nm0951215,,
nm1047209,1,2
nm0422552,9,18
nm2381013,4,11
nm0092632,25,14
nm1637767,13,18
nm1103162,0,6
nm1211654,,
nm0275244,8,10
nm0000853,15,12
nm8387433,,
nm0226202,1,0
nm0518719,1,3
nm0102714,,
nm0391502,10,13
nm2032632,,
nm0150525,2,6
nm0303377,1,0
nm0409036,1,2
nm0036934,3,3
nm0058388,0,2
nm0438501,18,22
nm2871451,1,2
nm1377207,32,28
nm0421165,,
nm3656010,,
nm4002487,0,3
nm0529290,3,2
nm0788493,4,0
nm0135576,4,4
nm1732017,12,1
nm2984030,4,0
nm2287973,1,0
nm0056725,8,15
nm1226108,3,6
nm0473014,1,2
nm4377587,2,8
nm1805326,0,2
nm8075419,1,1
nm1471196,4,3
nm3996936,,
nm0390402,,
nm4137793,4,0
nm1645774,11,6
nm0793881,32,15
nm0820081,,
nm0283500,,
nm1287124,33,47
nm0480879,,
nm2333968,17,26
nm1070500,,
nm10106511,,
nm4914548,,
nm0055316,1,0
nm0345474,2,9
nm1110794,,
nm4503368,5,6
nm0764776,0,2
nm0643826,0,1
nm0419265,1,0
nm0784808,,
nm0059132,6,2
nm0117432,3,2
nm0458251,22,15
nm2377143,2,1
nm2634623,12,14
nm2254150,15,9
nm7495413,0,1
nm0679853,0,1
nm4918048,0,1
nm4420679,0,1
nm1031639,0,4
nm2382124,4,2
nm4275933,1,1
nm0471471,,
nm0004930,0,6
nm0432866,,
nm7858110,,
nm2007568,14,18
nm0151305,,
nm0572494,0,1
nm2117286,,
nm3823554,1,3
nm0759207,2,6
nm1641532,,
nm0080100,0,3
nm1119478,3,2
nm0437709,0,2
nm5387127,1,0
nm2693408,,
nm2116824,1,1
nm2792705,0,1
nm2428590,,
nm3406916,,
nm0757173,0,4
nm0075849,22,22
nm0186276,,
nm0742985,,
nm2577595,,
nm0267590,,
nm2331593,3,7
nm1408784,,
nm0291201,0,1
nm0026000,,
nm3265510,,
nm0676956,3,4
nm1761151,0,3
nm4443072,,
nm1661504,6,1
nm0684762,5,7
nm0006798,2,3
nm2435704,,
nm0240107,6,2
nm0960288,,
nm3060590,4,0
nm0279051,1,0
nm0630861,10,13
nm0879783,17,27
nm2324235,,
nm0004043,1,2
nm2411495,0,2
nm0170896,9,2
nm0182970,6,6
nm0817895,2,1
nm0324479,,
nm1732955,1,0
nm0130725,,
nm2177308,5,8
nm2381729,1,0
nm7301908,9,4
nm3115925,,
nm2151723,0,4
nm1427847,,
nm1925423,,
nm3701612,4,13
nm0168539,,
nm0267399,10,5
nm0415658,5,5
nm2755490,3,0
nm0821821,0,2
nm0737236,1,0
nm0497442,0,1
nm1050216,,
nm0002087,8,7
nm0074566,2,1
nm0403794,0,1
nm0516215,2,0
nm0063276,1,0
nm0956041,,
nm2570033,,
nm3902034,79,29
nm0615868,,
nm0154707,1,0
nm0083767,4,2
nm0005022,3,8
nm3529688,1,2
nm2372334,,
nm0471086,8,4
nm10941189,,
nm4090746,,
nm1114700,3,0
nm0097992,0,1
nm0095410,,
nm0109626,11,2
nm3372047,8,15
nm1645978,3,8
nm0751102,45,100
nm0463674,1,3
nm0826642,1,2
nm0332287,6,1
nm2599531,1,1
nm3731375,1,1
nm0622250,0,6
nm0217660,,
nm4342815,,
nm2803497,,
nm0450314,,
nm1752025,4,1
nm0464412,,
nm4466821,,
nm0613498,1,0
nm0492620,2,5
nm2881794,2,4
nm0437791,4,6
nm0141868,0,1
nm5143231,1,0
nm0246211,3,1
nm1269821,,
nm0916031,,
nm0224261,,
nm1154951,2,0
nm2759146,,
nm11207683,,
nm0698251,8,21
nm0757749,21,20
nm0738796,11,21
nm0629363,1,5
nm0269033,2,0
nm0346640,,
nm5169133,21,7
nm5466594,,
nm0038361,,
nm0517659,,
nm2508341,0,4
nm2545999,,
nm1520400,,
nm9714716,,
nm5313613,3,7
nm3117571,,
nm0873296,36,32
nm1218281,0,4
nm0487279,,
nm5653939,,
nm1064228,1,2
nm0686093,5,13
nm7132415,,
nm1095554,11,5
nm3250804,,
nm3926498,,
nm2543818,0,3
nm0267487,5,0
nm0714914,6,2
nm0881919,24,16
nm0249919,,
nm2677451,0,2
nm3277399,9,12
nm0048875,,
nm0906996,0,3
nm10421026,,
nm1618225,,
nm0404754,3,4
nm1888121,1,3
nm5515430,,
nm3694684,0,1
nm2489853,,
nm0267740,2,1
nm0451257,3,7
nm0106764,2,6
nm0423167,1,3
nm0084347,,
nm1304308,61,46
nm0519267,,
nm0219156,4,5
nm0453581,,
nm6590132,,
nm0810367,,
nm0375712,1,0
nm0644695,1,2
nm2585979,0,2
nm7057719,0,1
nm1295189,1,6
nm0477771,2,2
nm1283069,3,26
nm1343471,0,1
nm3225709,13,5
nm0563269,0,2
nm0629216,,
nm2495732,4,0
nm0097013,4,0
nm0543596,,
nm1469160,1,0
nm3176551,3,7
nm1212770,3,2
nm0544652,0,1
nm0605648,6,2
nm0903838,5,19
nm1135838,11,13
nm3236069,1,4
nm2271584,5,12
nm0325175,2,3
nm2273232,0,1
nm2861188,,
nm0723827,1,3
nm0402312,,
nm1098853,1,0
nm3079748,2,5
nm0882330,1,1
nm0622734,1,9
nm3539004,,
nm3937169,2,1
nm0000198,61,98
nm2522719,10,10
nm1461358,9,4
nm0644309,16,26
nm9590075,0,2
nm1071849,0,3
nm1258628,,
nm0645549,0,1
nm10296234,0,2
nm2408324,21,12
nm6768432,1,0
nm0958139,5,3
nm10199335,,
nm0368688,,
nm0400436,1,8
nm0873541,,
nm0727141,,
nm0849121,,
nm0615556,11,3
nm8093630,,
nm1665130,4,0
nm1396561,1,2
nm0024948,0,2
nm0648955,0,1
nm0331355,,
nm0916745,2,3
nm3701958,1,2
nm0175115,,
nm1729094,,
nm2447809,,
nm0000608,34,31
nm0129416,7,1
nm0732165,2,3
nm5507510,,
nm4856398,,
nm0882445,24,25
nm0133966,1,0
nm4246726,1,0
nm0682734,,
nm2034409,2,6
nm1872405,9,5
nm0097757,0,3
nm0951170,10,5
nm1387258,0,1
nm0378240,0,1
nm0109273,10,8
nm0051285,1,1
nm7415469,,
nm0001053,114,284
nm0562470,2,2
nm0848501,3,5
nm0121711,5,0
nm0590122,11,24
nm7243877,,
nm0372087,5,7
nm0242064,8,17
nm1961863,0,1
nm2880743,,
nm0197008,,
nm1101381,4,0
nm0080238,2,0
nm0326371,,
nm0442228,0,3
nm0471503,2,4
nm2225334,18,17
nm0935529,7,10
nm0455780,,
nm0431221,,
nm0656108,0,5
nm0496459,2,0
nm0258977,22,7
nm8732011,,
nm0740448,,
nm0116949,0,1
nm3171597,1,0
nm5615002,0,1
nm0994241,,
nm0754050,12,6
nm0813068,,
nm1274190,,
nm1496554,,
nm0012188,,
nm0148482,1,0
nm0101302,4,0
nm1996051,1,0
nm0422367,,
nm0607375,2,7
nm0936780,,
nm0001675,42,33
nm0944365,0,1
nm6120217,0,1
nm1202716,4,6
nm0157864,,
nm1038808,7,7
nm4242320,0,2
nm1994243,0,10
nm1171300,11,17
nm1664359,3,0
nm0477757,1,3
nm3656297,0,1
nm2099858,,
nm5282204,2,1
nm0851284,,
nm0498584,,
nm2705570,,
nm0661883,6,5
nm0915449,,
nm1738702,3,3
nm0943762,,
nm4272919,5,3
nm2359944,0,1
nm0971647,0,3
nm6997750,1,1
nm0000217,169,281
nm4738743,,
nm4737894,6,0
nm0006452,24,34
nm0471461,11,5
nm1140801,4,2
nm0301580,1,0
nm0083125,0,2
nm2330442,,
nm1538135,,
nm1421683,22,13
nm5768321,,
nm2682682,,
nm0679974,,
nm2011626,,
nm7032039,1,1
nm1674194,,
nm0407737,2,0
nm7335981,1,10
nm3491677,2,1
nm3773770,1,3
nm4156271,1,3
nm1062000,4,5
nm0430810,,
nm3326145,5,12
nm0179959,,
nm0426870,,
nm0081279,9,0
nm0850939,1,0
nm4578457,10,19
nm0853028,0,1
nm4786254,5,13
nm4589954,2,0
nm0392319,20,5
nm0619475,0,1
nm0751648,9,18
nm0222157,1,0
nm0968592,,
nm4811630,,
nm1045368,1,1
nm0754118,1,1
nm8090275,,
nm0359610,,
nm2870394,,
nm2188483,,
nm0140638,5,4
nm6754527,,
nm5249757,,
nm0800363,0,3
nm0275044,6,5
nm1220383,11,10
nm0596617,,
nm3238451,1,1
nm0579956,,
nm0242059,4,9
nm0005570,6,7
nm0631872,5,1
nm2278021,1,2
nm0897433,2,2
nm1337885,0,9
nm0875291,1,2
nm0436784,2,3
nm1389536,,
nm0000725,5,6
nm0826987,,
nm3496938,,
nm1656173,7,1
nm3184336,,
nm3599485,0,1
nm0798527,4,3
nm1076296,,
nm3585286,4,14
nm0686121,0,3
nm8082316,,
nm0265363,,
nm0817335,3,0
nm0637409,,
nm3091740,3,0
nm0065663,0,1
nm0144962,2,2
nm2021984,4,1
nm9631744,,
nm0842664,,
nm4121118,0,2
nm0401594,5,0
nm3844924,5,30
nm2210170,2,0
nm0719320,,
nm0542062,6,1
nm0595936,3,3
nm0213983,1,0
nm0385255,,
nm0846902,,
nm6662527,0,1
nm0244697,12,5
nm1402184,9,10
nm5177110,,
nm0741495,1,1
nm2060498,24,13
nm5688653,5,10
nm1360908,3,3
nm0006910,,
nm2134169,8,5
nm0719348,10,3
nm0880127,1,5
nm0773403,,
nm0425364,3,6
nm2601760,,
nm3721207,,
nm1044696,,
nm0421817,14,7
nm2164486,,
nm2754353,,
nm0541900,,
nm0579653,5,5
nm0136296,,
nm1081824,3,0
nm0169940,1,1
nm0803672,6,10
nm0294379,15,7
nm0335291,2,0
nm3679400,10,5
nm0876600,8,23
nm0466892,8,6
nm1729303,,
nm0916859,,
nm0930396,0,1
nm0659057,7,10
nm3310186,,
nm8381788,2,6
nm1726235,,
nm0954930,1,3
nm3292009,7,8
nm1597664,1,2
nm2625699,0,1
nm0157714,,
nm2640966,,
nm0241563,1,1
nm0005715,2,6
nm0785515,2,2
nm0000248,14,10
nm0302600,2,10
nm4363112,,
nm2076099,1,2
nm0553917,2,2
nm0954713,,
nm0382019,,
nm0104589,7,1
nm2073381,,
nm3494982,,
nm0897065,0,2
nm0835602,2,2
nm5043275,,
nm0794973,,
nm0326884,11,2
nm0239519,,
nm3360467,2,1
nm3546728,1,6
nm4871187,0,1
nm0761522,4,0
nm0363528,,
nm0195439,0,2
nm0736623,1,2
nm5694672,,
nm4132885,1,4
nm0362005,0,2
nm0395105,2,1
nm0609931,5,3
nm0396985,6,3
nm4438656,19,9
nm0408285,,
nm0766211,15,0
nm0822668,,
nm3106028,,
nm0502412,17,13
nm0751567,1,0
nm0389415,,
nm5213789,0,1
nm2369662,2,3
nm0006445,38,39
nm2341875,6,2
nm0149631,10,21
nm0474631,,
nm0602452,27,9
nm0110591,8,13
nm0580618,1,1
nm0622529,0,1
nm1626419,8,7
nm0640334,4,4
nm1387307,,
nm3533590,3,3
nm1434000,,
nm2148422,,
nm0434443,4,5
nm0841291,10,6
nm1218817,6,13
nm0240987,2,3
nm1145170,3,6
nm1278662,,
nm1290515,4,19
nm1067252,,
nm4352723,1,0
nm1203798,2,1
nm4005333,1,2
nm5163027,5,1
nm1269012,,
nm0473764,1,0
nm1089011,1,0
nm1519258,,
nm0682109,3,1
nm0923675,1,1
nm0847749,2,2
nm0208086,4,0
nm0244378,0,5
nm1114811,,
nm0439178,,
nm0682126,4,6
nm0989941,0,1
nm0232459,1,0
nm7694606,,
nm0006805,,
nm2307829,,
nm3307527,10,13
nm0151535,4,5
nm2559104,9,0
nm0256818,,
nm1028742,1,3
nm2681575,8,12
nm5191517,2,3
nm0000230,61,70
nm3714424,0,1
nm4394529,0,2
nm1045888,2,0
nm0000750,5,1
nm0599472,3,4
nm1199513,1,0
nm2986415,,
nm1627093,1,1
nm1836965,,
nm0718243,0,2
nm0061220,1,1
nm0477076,9,6
nm4824763,1,2
nm8730481,40,10
nm5619726,17,16
nm10529107,,
nm1319852,0,1
nm0080233,1,1
nm0893116,5,6
nm4263820,0,2
nm0109838,4,1
nm3583770,4,2
nm0712801,5,4
nm6428059,2,0
nm0663261,,
nm0202297,1,2
nm0153774,1,2
nm0163332,1,0
nm0207401,13,9
nm0634601,,
nm0208113,,
nm3552673,,
nm1755962,,
nm0767586,0,1
nm0039387,,
nm1493270,1,0
nm3772887,,
nm3424898,1,0
nm1375024,6,17
nm1012525,10,11
nm0943765,2,0
nm0049371,43,13
nm0438500,2,1
nm0948572,,
nm0388817,,
nm0492908,,
nm0271622,2,2
nm2453511,1,0
nm0165316,15,5
nm4427068,1,2
nm4805576,,
nm0762381,2,0
nm2553357,,
nm2792857,,
nm4914661,3,3
nm3883728,1,0
nm1339474,,
nm0848373,,
nm4086776,3,0
nm1730629,4,6
nm0278999,2,0
nm0160208,1,5
nm3184434,9,24
nm2727412,2,5
nm0929649,,
nm0911036,2,3
nm0139740,,
nm3715483,0,3
nm8217048,19,15
nm1311620,,
nm2317803,4,6
nm0314068,9,8
nm0453910,,
nm1870127,,
nm0049975,1,5
nm1423512,3,0
nm0044218,14,9
nm2351653,2,1
nm0689076,3,3
nm2123844,,
nm3172762,1,0
nm7935734,2,2
nm0695324,4,1
nm1554712,11,35
nm2733434,,
nm1118463,8,1
nm3104426,3,0
nm1497558,,
nm0654922,,
nm1833175,,
nm1474766,0,5
nm0235320,,
nm1242172,65,35
nm0844541,,
nm0132414,1,2
nm0436382,4,1
nm5178165,,
nm1339604,13,16
nm0524995,,
nm0070837,,
nm9508233,,
nm0106456,12,12
nm2971404,4,4
nm0181284,,
nm2803372,1,0
nm0560364,1,0
nm0999118,1,12
nm0620064,5,1
nm6695356,,
nm10555171,,
nm0364963,2,0
nm0563301,6,5
nm0299398,,
nm0897674,1,5
nm2753976,4,5
nm0787165,,
nm1103496,0,1
nm0440859,1,3
nm2632302,,
nm3770459,6,12
nm0822555,1,0
nm0663653,,
nm1020249,,
nm0058669,1,1
nm1755396,6,3
nm9192447,,
nm0338527,2,2
nm0243233,9,13
nm0275316,,
nm0792120,6,12
nm2864993,,
nm0371356,,
nm2218947,10,13
nm4975337,0,1
nm0439149,,
nm0613011,2,1
nm0707264,9,3
nm1496018,0,2
nm0320592,2,2
nm2196290,,
nm4746436,,
nm0090557,,
nm6230361,19,6
nm8092448,,
nm2293027,,
nm0807563,1,5
nm3985253,6,0
nm1639704,0,1
nm4469445,17,30
nm1085663,1,3
nm0019723,17,58
nm2346369,,
nm0630112,2,15
nm0887113,7,7
nm0895451,,
nm0610459,4,10
nm2605386,0,3
nm2932261,3,4
nm0961027,,
nm1032748,,
nm0453676,2,2
nm3575912,3,3
nm0148940,1,2
nm3885999,0,1
nm5649895,1,0
nm0464804,20,5
nm1163050,9,8
nm2551786,,
nm0508208,52,41
nm1563455,10,19
nm0409050,1,2
nm0742568,,
nm1032521,1,24
nm6249248,,
nm3551347,1,2
nm3209630,7,2
nm0476174,11,4
nm1128860,1,6
nm2195444,,
nm1018908,,
nm3724720,,
nm1234298,14,16
nm0001710,4,24
nm4056321,,
nm1808241,,
nm5056902,3,1
nm2410081,4,4
nm2290905,2,4
nm0226244,,
nm0118333,13,19
nm2446859,,
nm4291366,,
nm0002916,122,71
nm2083032,5,1
nm0300866,13,19
nm0711719,2,1
nm3220732,0,2
nm0354247,0,1
nm1916491,1,0
nm2081862,,
nm2048913,,
nm7120980,,
nm0291071,3,1
nm2360222,,
nm0368602,0,1
nm5545377,,
nm0091380,,
nm0195950,,
nm2559723,2,1
nm0000631,47,100
nm0427468,2,0
nm0523701,,
nm0779170,0,1
nm1172893,1,0
nm4677186,42,50
nm2127315,0,4
nm0601022,,
nm0755658,11,4
nm0491682,12,3
nm0501713,1,2
nm0244967,2,4
nm2549975,,
nm0393678,0,1
nm0820266,1,1
nm0000881,9,17
nm0441839,4,21
nm0038475,2,2
nm4628545,,
nm1741741,1,1
nm1078399,11,13
nm1988881,,
nm0507080,0,3
nm0001811,20,20
nm0723704,,
nm1114894,0,4
nm0710852,,
nm0250005,,
nm0324013,,
nm1738082,2,5
nm0520413,,
nm0185252,,
nm0905729,,
nm1819612,1,0
nm0703253,6,3
nm1153627,8,1
nm2351920,,
nm9608250,,
nm0662068,,
nm1729171,3,8
nm0538733,0,2
nm0784061,3,2
nm0662956,,
nm7110319,1,1
nm2019707,1,0
nm0094081,,
nm0664667,35,21
nm0291387,0,1
nm1165027,,
nm3155454,8,10
nm3150169,0,3
nm0347473,8,1
nm0310449,9,27
nm0898565,1,0
nm0528790,,
nm2713351,1,0
nm3410783,,
nm2999308,1,1
nm0264738,5,7
nm0571789,,
nm1440846,,
nm2861436,,
nm0296144,24,13
nm0197088,2,3
nm0820746,0,1
nm0378267,2,0
nm2251947,,
nm0614138,,
nm0717753,,
nm0501359,0,1
nm0755727,,
nm0303032,1,0
nm0677951,14,18
nm0368595,,
nm0443329,,
nm4254419,7,1
nm2109553,,
nm0530479,0,1
nm2177665,,
nm2255441,1,1
nm0058885,,
nm0743022,0,1
nm4664429,3,4
nm1848132,,
nm6084342,,
nm0784634,1,0
nm0790144,4,1
nm1986022,,
nm4182414,0,1
nm3031955,0,1
nm5422191,4,2
nm1561267,0,1
nm3208779,,
nm3762244,3,5
nm2077396,1,0
nm0501281,12,5
nm0784198,,
nm0086431,0,2
nm0158029,4,15
nm0936464,45,51
nm2071123,6,3
nm0942723,2,0
nm1372499,1,0
nm1805204,26,27
nm1014347,6,8
nm0199381,18,7
nm0417654,6,4
nm4956882,22,19
nm2416824,,
nm3140018,,
nm0041229,1,0
nm6390316,2,1
nm1729446,1,2
nm1976989,,
nm0224739,,
nm0003784,4,3
nm0079273,11,27
nm0405632,5,11
nm0100868,1,2
nm2648766,,
nm0748979,,
nm0718125,15,31
nm2225550,,
nm1351069,1,0
nm4027698,,
nm0699877,6,2
nm0957169,1,0
nm10253535,,
nm8072718,,
nm0256784,,
nm0950759,21,16
nm3936368,,
nm0105774,1,3
nm0812307,0,6
nm0592436,1,1
nm3449927,13,9
nm1546957,,
nm0849786,32,29
nm0946918,4,3
nm0535226,5,9
nm0125367,,
nm0048414,9,16
nm1990798,,
nm2121401,,
nm0446525,3,1
nm0299621,15,7
nm0466047,0,1
nm3401991,5,4
nm0197824,,
nm0156320,,
nm11348174,,
nm3115689,,
nm0156434,3,1
nm8867184,,
nm4492031,,
nm0206767,,
nm0532187,,
nm0889828,1,4
nm0561360,,
nm0870750,,
nm1288712,1,1
nm1503046,1,1
nm0582481,2,4
nm3407375,,
nm0038432,2,10
nm0821813,1,3
nm0164609,,
nm0348181,15,12
nm2628730,3,1
nm10084235,,
nm0782578,1,0
nm0868282,1,0
nm0850516,,
nm2756180,0,2
nm1729057,,
nm1785320,3,6
nm0648421,9,15
nm0440171,,
nm0731631,0,6
nm2130555,6,5
nm0024925,1,22
nm3368610,3,5
nm8490841,,
nm4508916,27,26
nm0639610,1,2
nm1823279,0,1
nm2274944,1,1
nm0388792,,
nm8423987,1,4
nm0305659,0,1
nm0815204,82,95
nm0585990,2,5
nm0685265,2,3
nm3190537,,
nm0091787,4,9
nm6411666,,
nm0326360,1,1
nm1195622,1,22
nm2086819,,
nm1644474,0,1
nm0006590,25,7
nm3927503,,
nm0810495,4,4
nm0879200,0,1
nm0619295,1,0
nm1747121,7,0
nm0200500,15,7
nm0326370,,
nm11262032,,
nm0076419,,
nm0572951,1,2
nm1770760,0,1
nm1104118,65,52
nm1808452,,
nm0400486,1,3
nm1952567,1,1
nm0151121,1,5
nm1492515,2,7
nm2660795,1,2
nm1778124,7,12
nm3039379,,
nm0535722,,
nm0854358,,
nm1658104,1,6
nm3130868,3,2
nm0009904,,
nm1585207,3,2
nm0629387,9,1
nm0141033,3,5
nm2891286,4,6
nm2738422,,
nm1205463,5,2
nm7992231,0,1
nm0839645,4,4
nm1227424,1,2
nm5394825,,
nm0412159,1,0
nm0889402,,
nm3294786,,
nm0538558,,
nm0258428,4,0
nm0476071,4,7
nm1190799,3,5
nm3131342,2,3
nm0336726,39,20
nm0943212,11,8
nm1870886,0,1
nm0851383,1,1
nm4335678,,
nm0864016,3,3
nm0042764,7,2
nm3066240,,
nm5756213,0,1
nm0445484,,
nm0602941,0,2
nm0702505,6,6
nm0483999,,
nm0166074,9,14
nm0647055,8,13
nm0479586,4,0
nm0012409,,
nm0324907,1,0
nm2038422,20,8
nm0928580,,
nm0437880,,
nm0204989,1,0
nm0154079,3,2
nm0714710,,
nm2281705,,
nm5413948,,
nm2287850,10,2
nm6788406,,
nm0805270,,
nm5901501,,
nm0281865,0,1
nm0837551,,
nm3704744,,
nm0289513,4,0
nm2098167,,
nm0081590,1,6
nm0727588,2,1
nm0250387,1,1
nm6334204,4,0
nm1491595,0,1
nm6035684,,
nm0000577,3,3
nm0001060,6,21
nm2124359,5,6
nm0881306,2,4
nm1127570,4,2
nm0020610,0,1
nm0554501,,
nm0849587,,
nm2442680,,
nm3583061,2,3
nm0378552,,
nm1586888,1,2
nm0144843,11,8
nm0898362,,
nm0716340,4,5
nm0621633,0,4
nm0000160,71,159
nm4368774,2,0
nm0105462,,
nm1211084,,
nm1222421,1,0
nm0328515,0,7
nm0575523,38,22
nm0566570,8,8
nm1242455,0,1
nm0863570,12,6
nm3649696,1,2
nm7076013,1,1
nm0640740,25,13
nm1867458,1,4
nm2141926,11,5
nm4907362,,
nm0221591,0,4
nm0837690,1,2
nm4915187,,
nm2155567,12,4
nm0169065,,
nm11033292,,
nm2790548,1,1
nm1844237,0,12
nm2408578,,
nm3042863,1,0
nm2996658,,
nm0244033,,
nm0589623,1,0
nm4401419,,
nm0906687,,
nm7729492,,
nm0000791,3,3
nm3273792,,
nm4296484,,
nm0472503,,
nm5048826,2,2
nm0260738,2,3
nm0623768,5,10
nm0274843,,
nm0169486,9,12
nm1042930,1,0
nm5798512,1,1
nm0344804,1,6
nm0859436,,
nm1749554,10,7
nm0593963,1,0
nm0395091,,
nm0702148,43,17
nm5213589,,
nm1137629,2,4
nm8213254,2,0
nm2091613,1,0
nm1188066,5,0
nm1029114,,
nm6786037,0,2
nm1628201,1,2
nm0628345,,
nm0545273,,
nm0001345,45,47
nm0440616,,
nm0053084,2,3
nm0440831,11,3
nm0350041,1,3
nm4475194,,
nm0916406,6,12
nm0172523,0,1
nm9744524,,
nm0004084,,
nm0213798,,
nm1320860,4,8
nm4731208,,
nm4775184,4,5
nm0008457,,
nm0442819,8,10
nm5692452,,
nm0344754,,
nm6810894,18,20
nm1854120,24,8
nm0968648,0,1
nm0388507,1,4
nm0304921,7,11
nm3020713,2,4
nm0646058,,
nm0594503,79,48
nm1475889,0,1
nm0340958,5,0
nm2102972,0,2
nm0244344,11,5
nm0836430,7,7
nm4904460,2,4
nm3373941,1,3
nm0323558,8,4
nm1883583,2,3
nm0110139,,
nm6128139,,
nm0401366,,
nm0363034,0,1
nm0109519,2,2
nm0646299,13,22
nm1193363,6,6
nm1006656,6,4
nm6563565,10,74
nm0216059,1,0
nm1551018,,
nm0437592,7,6
nm0765154,,
nm0116623,0,5
nm0435219,,
nm0282291,0,1
nm2493103,6,14
nm5632985,4,8
nm3934670,2,0
nm0742204,2,2
nm4224732,,
nm0295209,1,0
nm8342077,,
nm2684095,4,2
nm0665016,3,2
nm0952820,10,10
nm2497546,5,2
nm0403871,,
nm4818478,,
nm0521730,0,1
nm0844325,5,5
nm1598332,0,1
nm1045681,,
nm0439312,12,11
nm1234345,2,6
nm0072768,24,29
nm0635869,,
nm0538411,,
nm0955505,39,56
nm0000594,10,16
nm1890607,,
nm3040373,10,9
nm3894334,0,2
nm0765291,8,5
nm0266668,,
nm1160487,,
nm0565656,0,1
nm0824093,2,2
nm0931285,1,10
nm4303911,5,1
nm0018073,2,3
nm1022157,11,13
nm0263180,,
nm6497808,1,0
nm0794782,0,1
nm0740282,3,0
nm3650142,,
nm1107652,1,0
nm2704602,3,0
nm0670874,1,1
nm0004380,4,1
nm0336020,,
nm0270489,,
nm3103878,0,1
nm4904791,,
nm1475479,6,6
nm0174913,1,3
nm1989193,,
nm0811143,,
nm0364805,,
nm4083350,2,2
nm3533174,4,3
nm1500124,1,0
nm0594985,,
nm0002077,3,10
nm1504996,,
nm3452383,,
nm2284440,3,0
nm0210472,,
nm0994553,2,1
nm3751919,5,0
nm3228569,,
nm0757940,3,1
nm0023753,2,3
nm2520293,2,9
nm0568416,0,1
nm0613582,17,22
nm0812613,1,1
nm0425049,,
nm0841504,2,1
nm1060894,21,4
nm3277243,,
nm2753244,,
nm2273964,1,0
nm1191481,9,18
nm0644055,2,2
nm0755420,,
nm1434394,,
nm1615010,3,4
nm0158758,,
