,win,nomination
nm0500369,,
nm6935209,,
nm1985088,,
nm0099797,,
nm4933787,2,2
nm0186784,,
nm0222428,1,0
nm5351837,,
nm2323069,0,1
nm0158524,1,0
nm3122113,0,3
nm0514817,0,1
nm2985090,1,0
nm0285249,2,0
nm0934135,1,1
nm0733149,7,2
nm5381937,,
nm0802862,5,9
nm0037130,,
nm0234483,6,13
nm7811856,5,4
nm4503561,0,1
nm0001364,23,15
nm2243359,5,2
nm5676978,,
nm0682369,1,1
nm3023873,,
nm5117907,,
nm0216858,0,1
nm0857865,1,0
nm2023362,,
nm0298006,1,0
nm0540148,2,5
nm0382548,1,2
nm5907970,,
nm0218280,1,1
nm1267785,1,0
nm0868932,0,1
nm2737097,,
nm1284414,5,2
nm1534640,6,1
nm0059431,5,14
nm0108745,3,14
nm0948492,,
nm0414337,4,11
nm0801883,1,0
nm3287020,4,1
nm0313531,1,0
nm0350744,2,0
nm0040619,1,0
nm0730586,,
nm2283173,,
nm1253896,,
nm0903438,1,3
nm0665091,12,10
nm0015121,4,6
nm0724084,6,5
nm2887990,3,0
nm1482509,1,1
nm0833666,,
nm1138671,0,1
nm8625008,,
nm0273178,43,19
nm0214964,29,11
nm0077000,4,2
nm5181252,2,0
nm0005436,13,25
nm2663329,1,0
nm2639032,2,8
nm1284464,3,5
nm0856863,,
nm0121437,4,3
nm0158638,0,1
nm0718333,0,1
nm5852614,,
nm8427008,,
nm0682881,7,7
nm2970484,,
nm0769703,9,0
nm0582006,2,1
nm0010627,2,4
nm0122223,,
nm0507897,0,3
nm4690425,1,3
nm0017562,,
nm1248824,3,5
nm9573987,1,4
nm0273208,7,7
nm1697298,0,2
nm0000285,46,112
nm2526956,1,8
nm0320852,0,1
nm4022767,,
nm0227192,1,3
nm0814676,1,1
nm3351235,4,1
nm0146977,2,0
nm0010012,2,7
nm0675387,2,0
nm2222834,0,2
nm0733886,8,12
nm0182409,,
nm0804535,,
nm1303122,1,0
nm0586002,12,15
nm1110570,1,0
nm0934863,0,1
nm3774632,5,6
nm3584506,2,7
nm0548449,0,1
nm0114583,2,0
nm0000630,14,44
nm0447312,5,7
nm0542023,7,19
nm5369674,,
nm0124253,0,2
nm3351104,0,2
nm0104193,,
nm5113905,,
nm1298152,4,10
nm0048478,,
nm2037961,,
nm0244784,,
nm0265825,5,8
nm1283911,7,15
nm0172357,,
nm4476118,1,0
nm0047094,,
nm0315528,4,2
nm0121789,1,4
nm0307364,0,1
nm0867747,,
nm8833077,,
nm5880364,,
nm0871456,1,0
nm0376664,2,1
nm1194196,,
nm0804592,29,30
nm4817836,15,39
nm1634760,,
nm0234780,30,18
nm2951802,,
nm0703954,4,4
nm3006131,0,3
nm0536414,0,2
nm0747808,2,5
nm0848017,4,1
nm3328918,,
nm0694405,8,5
nm1905310,44,27
nm0948523,10,20
nm1527087,0,1
nm0168099,,
nm3577927,,
nm1326551,,
nm6902029,,
nm9631760,,
nm6293229,4,5
nm0904355,,
nm1637801,3,4
nm2762061,,
nm0326995,1,6
nm0718627,5,1
nm0596570,1,1
nm0130379,1,1
nm0221599,,
nm2379770,,
nm2487568,,
nm0445843,4,8
nm6339809,3,1
nm0951066,15,6
nm5189098,0,3
nm2034711,0,1
nm1524395,5,3
nm1266768,3,8
nm4114199,,
nm2149063,,
nm1233810,5,0
nm0646215,7,5
nm0849747,0,5
nm0564262,,
nm0810862,0,1
nm1979971,,
nm0001949,5,7
nm2337269,0,3
nm0911642,,
nm0911910,10,16
nm3365495,5,0
nm0768050,,
nm1010735,6,1
nm5488807,,
nm1319220,0,1
nm1461981,,
nm2662166,5,7
nm0474290,,
nm3808443,,
nm0106230,0,1
nm3670890,1,0
nm6304798,5,0
nm0627087,0,2
nm0897200,,
nm0310032,12,3
nm2244447,0,1
nm7024062,,
nm0094280,0,2
nm0935644,29,37
nm1249710,,
nm1111383,,
nm0209339,,
nm5296224,,
nm0614013,2,3
nm0215126,9,0
nm0487029,,
nm1443920,2,2
nm2025001,2,0
nm0327789,2,2
nm0211412,6,8
nm0382529,,
nm0364582,2,2
nm5066498,3,1
nm4127109,11,5
nm1195577,,
nm3431390,1,5
nm1562741,,
nm2234057,,
nm1650266,2,1
nm0714058,3,3
nm0179890,,
nm6463432,,
nm0438250,1,11
nm1659505,0,3
nm1574929,12,12
nm0556076,1,2
nm0665321,2,2
nm4782828,,
nm0152635,0,3
nm0005387,1,4
nm0723226,,
nm0597233,1,4
nm0006516,18,23
nm0007071,17,4
nm2356768,2,0
nm2339782,,
nm0064247,2,1
nm3764732,1,1
nm0343939,0,1
nm5448527,,
nm5091074,,
nm2560748,3,1
nm1457031,6,13
nm0896789,0,1
nm0227570,2,0
nm4872096,3,0
nm4915976,,
nm2108205,3,0
nm0018132,2,2
nm0237424,,
nm3692009,7,7
nm4593873,,
nm4389150,9,23
nm0468518,,
nm3909608,0,1
nm1858060,0,1
nm0006734,8,14
nm0224188,1,0
nm0525475,1,1
nm0006859,,
nm0643867,0,1
nm0171315,2,5
nm1392986,2,2
nm0745891,,
nm1769528,0,1
nm0814719,,
nm0480894,9,15
nm0005711,16,14
nm0647849,,
nm2614266,4,7
nm3791727,,
nm2410557,,
nm0393799,36,50
nm2371540,,
nm1920593,7,9
nm0934046,,
nm0000739,16,25
nm0367955,0,1
nm0059395,19,6
nm3568020,,
nm0883055,,
nm3569963,,
nm2184596,0,1
nm0375983,1,0
nm5784082,,
nm0216459,2,3
nm0197773,4,7
nm1015458,0,1
nm0377750,6,12
nm0165679,2,1
nm0856500,12,8
nm0571965,,
nm0854098,17,7
nm1145057,2,7
nm1346947,0,2
nm0453411,3,6
nm6478535,2,7
nm7339828,1,0
nm10052693,,
nm1421754,1,3
nm0677932,,
nm0711579,17,35
nm0805760,11,3
nm5590177,8,1
nm0548769,,
nm0702705,5,3
nm0762263,1,1
nm0685333,15,20
nm0327196,,
nm0845770,1,0
nm2257560,0,1
nm4953179,,
nm1320998,2,2
nm3679670,0,1
nm0874683,0,3
nm0355097,12,17
nm1486975,40,20
nm7315954,,
nm1580769,8,6
nm2443142,,
nm0645038,2,5
nm1764816,15,3
nm0186335,1,0
nm0625611,,
nm2939767,0,1
nm4155547,1,1
nm1548496,,
nm1802591,,
nm1180698,,
nm0169931,2,0
nm0607004,3,5
nm6817500,3,2
nm0354451,21,10
nm2361701,,
nm1507490,0,1
nm1564723,,
nm0236732,2,0
nm2384379,3,3
nm2284710,,
nm0837521,0,2
nm3629018,,
nm0254786,1,1
nm1309700,0,1
nm0957392,,
nm0654122,3,5
nm1305800,,
nm3616958,1,1
nm0437717,1,9
nm0001452,9,5
nm3371961,,
nm0673297,5,1
nm0376963,3,2
nm1503386,0,1
nm3655204,1,0
nm0881650,,
nm1820135,3,1
nm0911334,4,6
nm1197942,0,2
nm0049307,,
nm0503109,,
nm2109956,2,3
nm1740287,,
nm7943357,,
nm0833627,,
nm0486994,15,7
nm3686065,1,0
nm3742762,,
nm1131972,,
nm0002030,14,24
nm1899433,3,0
nm1778918,,
nm1270033,2,1
nm0773790,11,4
nm4740337,,
nm0035404,26,17
nm0131954,,
nm2041192,,
nm4396602,,
nm2029171,3,12
nm1543860,,
nm0227187,3,3
nm0051643,3,0
nm1294961,5,18
nm0439139,,
nm2652686,11,10
nm2031561,2,2
nm9721867,,
nm0161152,3,15
nm1622836,,
nm0778144,7,15
nm3149480,0,1
nm9652572,0,1
nm1978321,,
nm0629658,,
nm0786186,,
nm0130666,2,4
nm1060915,5,0
nm3465317,1,3
nm2165987,5,8
nm0210709,,
nm2346816,,
nm5914474,,
nm0796361,5,2
nm10835926,,
nm2087302,,
nm0014123,6,5
nm4790745,,
nm2611815,4,0
nm2021453,2,0
nm0259611,6,0
nm0750599,5,1
nm0586281,35,58
nm0817379,16,9
nm1409078,1,1
nm0409723,,
nm1029878,,
nm0274001,,
nm9419812,13,8
nm0028112,,
nm1269479,2,1
nm0008147,0,2
nm0300487,,
nm0649560,,
nm1457169,,
nm0929317,4,1
nm2597861,7,10
nm10102121,,
nm2304675,14,61
nm0422316,4,1
nm9385727,,
nm1597572,14,13
nm0681467,7,1
nm1732883,5,6
nm0409270,,
nm0015706,8,5
nm0402597,0,1
nm0003343,0,4
nm3650197,5,13
nm2041678,,
nm0556094,,
nm0615555,,
nm0000200,6,23
nm4096321,3,5
nm5995018,0,3
nm0338628,1,4
nm1515156,9,1
nm2575525,3,2
nm10072032,,
nm0841647,,
nm1618856,,
nm5120912,1,4
nm0596311,7,1
nm4724324,1,0
nm2389363,1,3
nm1369708,,
nm4900471,,
nm0628149,0,2
nm0770617,2,6
nm2172605,14,14
nm0436089,,
nm3532992,5,2
nm0414924,,
nm2713831,,
nm8273413,2,3
nm1030914,3,0
nm0203496,1,5
nm0100369,2,1
nm3887727,0,1
nm0394776,8,4
nm0780789,3,0
nm0001112,1,4
nm1541888,16,2
nm2705766,3,3
nm2017227,1,0
nm0084218,,
nm2613934,4,7
nm1754478,,
nm1441566,6,6
nm0184390,,
nm0146351,,
nm0533414,3,8
nm7745316,,
nm1887741,,
nm5668997,9,14
nm7372422,7,4
nm3021696,2,3
nm0245829,,
nm2432606,2,5
nm4993771,1,9
nm1506642,4,2
nm0902290,8,1
nm0691794,2,6
nm1097297,0,2
nm2509543,1,0
nm0043076,2,1
nm0311355,5,0
nm0134503,4,5
nm0997062,5,1
nm0490582,,
nm1856668,3,5
nm6699105,2,1
nm0793662,,
nm0546159,4,3
nm0756367,5,4
nm0136649,0,2
nm0716814,9,6
nm5061808,0,1
nm0781751,2,4
nm0000682,41,48
nm0688040,,
nm0755075,8,2
nm3734165,,
nm3597365,,
nm3278627,,
nm2928920,,
nm0419237,11,6
nm0631798,,
nm0334924,2,1
nm0557608,,
nm0331193,,
nm0398555,0,1
nm1662213,,
nm4009616,0,3
nm0551167,1,0
nm0629519,,
nm0474909,,
nm0290544,6,6
nm3705388,,
nm1550373,6,4
nm2133426,,
nm1616043,1,0
nm0289186,7,6
nm0952583,41,23
nm1768213,,
nm0189929,2,1
nm2474172,1,0
nm9763364,5,0
nm0000410,11,19
nm0701576,8,3
nm0576495,,
nm0006904,3,43
nm0304432,1,6
nm0698228,,
nm0512494,1,1
nm2908199,0,1
nm4214486,2,11
nm2486183,0,1
nm0013612,4,2
nm0541635,5,33
nm1242250,,
nm0362738,2,1
nm3723066,9,4
nm0281653,1,0
nm0797516,3,2
nm0752866,3,1
nm0425100,0,2
nm10851371,,
nm0399839,,
nm0639529,6,2
nm4104486,,
nm1127632,4,9
nm0340981,5,8
nm0538107,9,17
nm0524551,4,0
nm0830151,2,0
nm0636514,1,0
nm1330949,,
nm3378908,4,2
nm1060010,1,6
nm0046319,1,0
nm2300216,,
nm0543312,1,1
nm1878397,6,0
nm0412017,2,0
nm6351367,0,1
nm0527109,4,3
nm0003768,4,1
nm1614404,3,1
nm0905570,13,18
nm3592235,22,20
nm4507801,,
nm0816807,,
nm2317320,,
nm1299502,2,0
nm9359619,,
nm9769561,,
nm0367703,1,1
nm0005713,3,2
nm3893099,,
nm0564586,1,5
nm0811714,5,3
nm0607612,,
nm3118721,0,4
nm4538242,,
nm0823133,,
nm0938642,2,3
nm0429964,5,9
nm0052677,4,2
nm1159307,,
nm0225034,2,0
nm3228540,,
nm1202537,4,0
nm9664965,,
nm0375691,48,21
nm0188881,,
nm1292366,,
nm0294457,3,1
nm0070474,9,30
nm2233057,8,6
nm0259693,2,1
nm1823283,,
nm2961465,1,0
nm0433292,,
nm0005615,5,2
nm3732915,0,1
nm2368564,31,7
nm0709349,1,6
nm0839348,,
nm1576066,3,7
nm3017208,,
nm1580890,6,13
nm2866226,4,2
nm0524645,,
nm2114883,,
nm1383238,,
nm8633544,6,4
nm0643582,0,1
nm0058191,,
nm0722946,0,1
nm5858328,,
nm0758744,0,1
nm3491681,,
nm3981666,,
nm1709461,1,1
nm0954072,5,2
nm0833708,12,11
nm0887690,17,4
nm1852224,0,5
nm1847756,,
nm0507390,2,0
nm1365426,1,1
nm0626700,1,0
nm0072364,17,12
nm0944760,,
nm0935985,2,2
nm0801543,4,8
nm3084772,3,3
nm2407688,6,3
nm0494618,4,1
nm2285783,1,0
nm1715497,5,0
nm4014166,8,11
nm1442514,21,10
nm0848883,1,2
nm2716464,0,3
nm1375125,4,6
nm2080615,0,2
nm0794564,3,2
nm0138927,22,14
nm5101639,1,3
nm0377126,,
nm4823333,,
nm2874896,,
nm2129584,0,2
nm2637294,,
nm0324833,5,6
nm0009053,0,2
nm2320450,0,3
nm10191835,,
nm3277531,1,3
nm0994322,9,11
nm0614916,4,12
nm0005197,1,3
nm1953816,0,2
nm3205822,,
nm5360411,2,0
nm0730018,8,2
nm7416221,1,0
nm1783265,3,11
nm3796324,,
nm2980031,1,1
nm4684384,,
nm0039107,2,3
nm0148441,0,1
nm2707990,0,1
nm0210333,,
nm0538320,14,27
nm1125149,,
nm0399524,7,8
nm8094931,1,2
nm0939351,,
nm1998050,3,0
nm0740001,1,0
nm0665398,,
nm5597428,,
nm0479720,,
nm0688933,,
nm2431359,,
nm8921482,26,40
nm2539328,,
nm4642362,0,2
nm1174756,1,7
nm1409622,14,7
nm0343929,1,2
nm0435518,0,1
nm0577022,0,1
nm0059698,18,26
nm0070867,12,15
nm0210320,0,8
nm0023012,,
nm3281181,4,0
nm0301145,3,1
nm0613865,1,0
nm1202695,,
nm4535705,,
nm0470098,22,12
nm0822557,,
nm2366042,1,2
nm0394513,4,18
nm1939860,,
nm2101615,0,1
nm0606439,9,17
nm0110292,11,20
nm3466764,,
nm0004608,3,1
nm0457541,3,1
nm0473936,12,2
nm0939147,2,2
nm0142636,1,2
nm0850247,3,1
nm0935863,27,59
nm0653253,,
nm0001532,6,6
nm0609944,34,31
nm1335451,11,12
nm0049392,0,2
nm0862514,19,20
nm4243505,0,4
nm7708828,2,4
nm0752316,,
nm2871282,5,1
nm0705779,4,4
nm0745541,6,4
nm3375414,,
nm0398848,,
nm3968673,0,1
nm0492087,,
nm1139821,3,0
nm0475211,1,1
nm0393207,1,0
nm3199719,,
nm0318947,0,1
nm0695038,22,7
nm0166507,6,4
nm4724777,2,0
nm0299603,1,0
nm3402412,10,2
nm0909099,0,3
nm0377203,1,2
nm0949272,,
nm0796541,,
nm0759410,6,4
nm1964864,,
nm2153158,,
nm0994603,2,1
nm3652021,3,5
nm0288635,3,7
nm0200402,1,4
nm2507381,,
nm0183460,,
nm0091335,5,3
nm4133041,,
nm0070302,1,0
nm0338575,1,0
nm2941797,,
nm0337448,6,4
nm1322500,,
nm0715164,11,2
nm4299554,,
nm0649305,,
nm0644850,12,5
nm0007182,5,10
nm7577540,1,3
nm0347098,,
nm5097773,5,3
nm0481674,1,5
nm1219793,3,1
nm0355217,3,3
nm2415918,2,4
nm0596712,6,4
nm0317219,,
nm1980806,28,53
nm0622147,2,0
nm0775056,16,15
nm0767514,3,1
nm0212386,,
nm7668148,3,8
nm6360008,2,5
nm0505415,,
nm0541391,42,7
nm1729068,17,8
nm0369240,6,6
nm1229221,1,0
nm1867749,,
nm0423644,,
nm0576542,1,1
nm0686933,1,2
nm0547456,,
nm0591987,,
nm1538792,,
nm0086333,3,3
nm0187750,,
nm1140844,3,0
nm1275595,6,7
nm0626134,,
nm0520317,3,3
nm0950148,,
nm7032639,,
nm0079558,,
nm4180855,,
nm8803752,,
nm0954500,34,21
nm0388568,1,0
nm2428830,,
nm0522327,0,1
nm1455181,,
nm0856774,1,1
nm3894964,2,0
nm1755967,1,0
nm0042317,,
nm1417016,4,1
nm0136128,1,2
nm1292648,34,53
nm1410462,1,0
nm0267695,0,5
nm7020801,,
nm0493923,,
nm0194774,5,6
nm0726472,5,4
nm0667767,0,1
nm4173994,,
nm1031122,4,5
nm0487008,,
nm0018032,,
nm0201949,20,12
nm0023747,0,1
nm0715916,3,2
nm0293533,6,4
nm0785684,10,8
nm4141388,1,3
nm0420768,0,1
nm2090975,3,0
nm0690597,16,8
nm4279543,,
nm0855346,0,1
nm0458757,2,1
nm0620008,0,1
nm3931585,11,9
nm4867429,,
nm0608714,0,4
nm1159647,,
nm0857875,1,2
nm1385560,,
nm1976847,0,3
nm3951382,,
nm0768011,5,5
nm2476856,,
nm2197796,14,2
nm0294692,2,1
nm0224084,7,0
nm1831316,4,0
nm2365467,,
nm2383872,,
nm0537626,4,3
nm6665753,0,2
nm0705535,22,15
nm0552565,0,3
nm0738180,,
nm0783299,0,1
nm0625166,,
nm0003473,0,2
nm1371900,1,0
nm4256157,10,3
nm0379445,13,13
nm0641373,1,3
nm2103751,12,9
nm4584276,,
nm0810539,,
nm1673745,,
nm0442104,0,1
nm1480567,1,0
nm1853851,2,8
nm0002572,1,2
nm1371011,,
nm0440326,,
nm0347465,11,10
nm0075562,,
nm0408077,,
nm1506786,,
nm0855147,,
nm2270935,1,13
nm0006372,,
nm6949762,2,4
nm0726115,,
nm0422638,44,57
nm1679136,0,1
nm1420059,4,3
nm0750701,1,7
nm2985589,3,0
nm5015619,1,0
nm4451642,,
nm0380961,4,3
nm0937556,1,2
nm0757223,1,0
nm0223475,0,2
nm1474292,3,1
nm5017352,1,0
nm3667421,2,3
nm0107132,,
nm0502069,0,1
nm1103121,1,1
nm0406625,0,3
nm0540532,1,3
nm0501341,3,1
nm3114227,3,0
nm0844435,1,1
nm9651875,,
nm0323670,,
nm3500190,1,5
nm4459768,1,0
nm0879755,4,3
nm0077523,,
nm8080928,,
nm1577905,1,1
nm0016269,0,2
nm0379449,12,0
nm1974938,1,0
nm0706883,4,2
nm0403967,1,0
nm0149082,,
nm0105175,,
nm0762997,0,1
nm0773108,0,1
nm1909303,,
nm4940355,1,0
nm0006487,32,49
nm1149322,0,3
nm0491286,0,1
nm0603217,0,1
nm0573796,6,11
nm0549061,,
nm0439415,4,9
nm0672704,2,2
nm1732975,2,4
nm0409444,,
nm7580807,,
nm2117510,,
nm2066573,10,1
nm1276092,,
nm8285859,,
nm0845643,1,0
nm0394399,,
nm1305849,28,9
nm0621667,1,0
nm1732967,9,4
nm0804353,,
nm0750121,8,9
nm1530431,8,16
nm0325806,,
nm0319847,1,4
nm3629099,11,12
nm0223317,,
nm4001246,,
nm0895930,1,3
nm0726924,0,2
nm8625898,,
nm1463263,8,10
nm2174268,6,31
nm1352003,6,6
nm0492979,17,8
nm0841232,42,25
nm2700559,2,1
nm3247049,2,4
nm0125336,1,7
nm0355010,,
nm2914004,1,0
nm0563520,,
nm1921714,8,9
nm0702024,3,8
nm0706347,2,4
nm3447602,2,9
nm1824290,41,47
nm0047049,2,15
nm5336883,2,6
nm0772461,2,4
nm3729931,0,1
nm0003761,,
nm0862932,19,14
nm0842777,,
nm8114618,,
nm0930536,3,2
nm0994523,1,0
nm3163495,6,1
nm0745510,,
nm0544079,4,6
nm0001003,1,3
nm0024887,1,4
nm2278921,12,4
nm2194715,,
nm0689767,1,1
nm5698755,0,1
nm2006573,4,2
nm0513790,0,2
nm0567757,,
nm0444096,1,3
nm0213179,,
nm3301672,0,1
nm1281877,1,1
nm4896609,4,0
nm3192398,7,7
nm3283841,,
nm0062759,0,1
nm2081993,3,0
nm0154269,,
nm3026118,,
nm0766112,5,3
nm0626409,14,8
nm3085237,,
nm6160732,3,11
nm0804076,,
nm0274278,26,52
nm0258581,1,2
nm0192936,15,31
nm4823096,,
nm1846164,,
nm3525711,0,1
nm2258859,,
nm6597255,,
nm0791316,1,0
nm1477697,5,3
nm0994254,9,7
nm0309697,21,11
nm1699715,11,4
nm3652218,6,4
nm3177716,,
nm0747849,4,3
nm0343630,,
nm0413882,,
nm2253092,,
nm0023551,2,1
nm0017004,,
nm0892650,2,4
nm0247631,,
nm0035883,1,1
nm0003884,6,2
nm8631698,,
nm0870299,12,11
nm10459557,,
nm2007811,,
nm9204166,3,1
nm0414996,,
nm0374048,1,3
nm0341458,0,1
nm1065588,26,11
nm0906667,58,40
nm2120452,6,7
nm0363513,1,0
nm0016203,3,4
nm0592238,0,1
nm3550020,1,0
nm2905562,2,6
nm0962849,2,0
nm0512757,6,3
nm1645313,10,4
nm0108571,,
nm2591773,4,0
nm0142970,,
nm1539392,0,3
nm0667870,12,3
nm0422357,22,26
nm0525495,4,9
nm0657062,17,4
nm2401073,11,17
nm2867234,2,0
nm2086262,1,0
nm1637163,1,1
nm0830149,1,0
nm0103187,1,3
nm0205157,3,0
nm2988778,,
nm0192157,,
nm2943498,,
nm2310286,1,3
nm1540670,1,1
nm1672174,3,7
nm0523879,1,2
nm3113093,0,1
nm1261215,0,1
nm5936070,0,1
nm2751807,16,10
nm0081568,,
nm0773973,4,8
nm5698993,1,1
nm0071123,3,1
nm0774356,,
nm0744630,6,2
nm5695557,2,6
nm1424282,1,3
nm3437315,11,10
nm0729524,0,1
nm3472679,,
nm3454770,,
nm0282984,1,5
nm0902025,0,3
nm0901346,4,0
nm2660491,,
nm0347589,1,2
nm10730089,,
nm0423646,17,23
nm6011478,14,19
nm1600841,1,0
nm0438671,1,0
nm0023070,6,6
nm0918336,,
nm0269502,13,12
nm6044360,1,2
nm4661606,0,1
nm0587732,1,6
nm0093322,1,2
nm0309116,1,0
nm1749021,0,2
nm9245317,,
nm1351898,0,2
nm0433363,,
nm0555381,4,0
nm7571829,,
nm0491658,,
nm0636487,,
nm0874591,5,2
nm0885014,18,12
nm1379008,,
nm0337103,,
nm0001228,13,21
nm0411178,0,1
nm1916385,,
nm2356856,7,9
nm0797672,4,2
nm0865847,9,17
nm5721489,0,3
nm0468331,,
nm1073151,0,1
nm2017649,7,2
nm0039724,3,0
nm0526199,20,6
nm1567043,3,2
nm2406892,2,1
nm8126858,,
nm3308584,30,29
nm1093042,,
nm0176496,19,11
nm2539695,,
nm6270522,,
nm2312150,1,1
nm0433657,,
nm0754061,1,1
nm0363623,1,0
nm4631348,22,25
nm0805052,1,4
nm5978179,2,5
nm0515913,,
nm1743389,1,0
nm0613839,1,1
nm0284535,6,2
nm4275547,8,16
nm0196664,0,2
nm3744380,2,6
nm0783629,1,0
nm0827726,6,6
nm1836973,4,8
nm4069703,26,13
nm0766649,5,2
nm0471341,,
nm2256200,1,0
nm5383531,,
nm0170828,,
nm1768153,,
nm2083655,1,0
nm0437249,0,3
nm4114638,2,3
nm2178156,0,2
nm3172019,,
nm3986927,5,5
nm2019956,,
nm1150104,,
nm0253284,1,3
nm3025295,0,1
nm0524519,1,2
nm0306599,0,1
nm0952846,2,3
nm2382945,,
nm0622052,1,0
nm0732319,,
nm1347404,,
nm0856124,5,6
nm0716153,1,0
nm11244379,,
nm0433347,3,2
nm0351566,22,9
nm10743381,,
nm0397927,2,6
nm4144986,,
nm2621096,1,0
nm0518487,,
nm1548263,,
nm2197777,3,6
nm3697799,,
nm4003178,4,6
nm0825434,3,2
nm3754530,,
nm0109359,2,2
nm0281088,0,2
nm0694066,2,4
nm2968466,,
nm0174374,19,43
nm0256103,5,8
nm0896013,0,1
nm0546440,1,0
nm0422689,,
nm0948719,5,2
nm1074955,,
nm0842918,0,4
nm5182031,1,0
nm5117781,,
nm0877274,1,1
nm3978114,,
nm0294850,,
nm0612322,5,11
nm0143172,,
nm4110102,,
nm2008717,2,4
nm1512910,15,13
nm0546149,0,2
nm6686677,0,1
nm0593719,7,4
nm1100217,1,0
nm0013010,,
nm1992304,3,2
nm2832785,0,1
nm2098883,,
nm0453695,,
nm0290908,2,2
nm0008385,1,0
nm0083608,,
nm3447204,3,4
nm0894129,6,4
nm0711807,7,3
nm0103595,1,1
nm2273869,1,0
nm0698327,,
nm0122602,0,6
nm1170855,10,19
nm4484663,,
nm0289824,4,2
nm0950506,8,14
nm5288936,,
nm0876493,,
nm0647210,,
nm3779941,,
nm0060742,,
nm5193241,,
nm3129003,,
nm2899940,5,7
nm0217325,,
nm3430186,,
nm1988254,,
nm1956394,1,0
nm0670282,2,3
nm3319315,,
nm0106505,0,1
nm0377586,,
nm0590889,6,12
nm9386232,6,1
nm0159900,31,11
nm0321216,,
nm2388895,,
nm2606258,5,9
nm0003971,,
nm0051157,2,2
nm0686184,,
nm0933554,,
nm0612786,10,1
nm1224574,0,1
nm0446757,,
nm0667469,1,5
nm0753366,1,0
nm1436292,,
nm1464507,,
nm3043248,2,4
nm0240104,,
nm0920425,0,4
nm1552173,,
nm5432920,,
nm0307391,1,0
nm0704398,,
nm0940326,0,3
nm3302367,9,14
nm1986754,20,17
nm5014824,,
nm0427423,4,1
nm6379771,3,2
nm0354668,,
nm2019852,2,1
nm0851731,0,1
nm2522249,,
nm2745683,,
nm0443301,,
nm1643201,7,2
nm1267635,,
nm0047688,1,0
nm0920108,6,11
nm2776253,1,0
nm0470741,,
nm1378716,0,2
nm3659847,8,5
nm0631230,4,4
nm0052361,2,1
nm3627043,,
nm0229424,6,14
nm5831893,2,6
nm1765457,,
nm0097459,0,1
nm0084059,5,2
nm0952480,0,1
nm1969131,,
nm2123947,1,0
nm2091911,30,32
nm0891216,5,19
nm1630654,2,0
nm6098952,2,1
nm0000406,33,23
nm1013093,5,3
nm0222043,1,1
nm4157561,1,4
nm11804693,0,1
nm1206881,,
nm0881038,0,5
nm0464115,41,18
nm3406099,2,3
nm3378345,,
nm3170484,,
nm0918327,,
nm1320458,1,3
nm0920679,4,5
nm0807312,4,4
nm0187769,6,9
nm0196860,3,12
nm0238679,3,0
nm1503717,,
nm0903049,7,6
nm0917688,,
nm0764319,0,3
nm2650383,0,1
nm0769615,12,32
nm1729121,2,0
nm0197270,,
nm2206326,,
nm4340663,1,0
nm2149571,,
nm2123209,1,4
nm0488289,4,7
nm0453559,,
nm4283255,,
nm6325282,,
nm0250006,,
nm0009636,2,1
nm3102998,31,66
nm0300010,0,1
nm1416429,7,0
nm6456477,,
nm0848986,,
nm0446848,0,1
nm10638710,,
nm1684092,,
nm0007708,,
nm0657505,4,4
nm0004466,,
nm3733073,0,2
nm10592284,,
nm0657509,,
nm2354605,,
nm0639328,0,3
nm0175280,0,3
nm0150916,3,6
nm0843636,,
nm0000339,30,4
nm1910832,0,1
nm0661910,61,30
nm0147985,,
nm2099491,7,6
nm0223581,,
nm8319902,,
nm0494879,,
nm0115913,,
nm0878716,,
nm10649232,9,8
nm1802025,,
nm0247642,,
nm0332050,,
nm0784388,,
nm0000264,164,205
nm0604430,13,16
nm4579846,,
nm5227149,,
nm1022707,1,0
nm5307245,11,0
nm0569638,,
nm2275000,20,18
nm2447263,11,41
nm1785638,7,9
nm3080127,8,2
nm0780934,8,3
nm0846369,10,27
nm0000736,4,11
nm2360375,,
nm0080333,1,2
nm0375991,,
nm3603758,,
nm0730010,,
nm0130706,0,1
nm0171720,2,0
nm0148486,2,1
nm1372679,,
nm0290131,4,2
nm2403746,1,1
nm0728149,42,32
nm0807573,2,3
nm0002606,0,1
nm0255783,0,1
nm3564411,,
nm3157746,,
nm1200832,0,1
nm1318102,,
nm0856161,,
nm0319271,,
nm5053973,4,2
nm0350455,1,4
nm1047532,4,17
nm1547029,,
nm4390113,,
nm1509885,,
nm0043214,1,3
nm1702781,2,3
nm0838986,0,2
nm3179896,5,0
nm7642612,,
nm9631803,,
nm0225869,0,2
nm2119697,2,2
nm0340029,4,0
nm5739373,2,7
nm0864812,3,10
nm0013041,0,2
nm2986811,1,0
nm0475908,,
nm0682913,2,5
nm2103171,0,2
nm1711754,,
nm0620378,10,6
nm0644100,1,1
nm0890019,,
nm0357659,,
nm0748023,,
nm0407552,0,1
nm4033377,,
nm0047076,0,1
nm1531221,,
nm8380292,,
nm0019414,0,1
nm0160840,4,3
nm0637458,2,3
nm4759802,0,1
nm3975142,,
nm7424713,,
nm1435120,6,2
nm0848892,21,9
nm1061993,11,30
nm5239466,0,2
nm4044656,1,0
nm0267326,,
nm0471566,1,0
nm0472646,14,6
nm0703028,19,11
nm5033949,,
nm0004597,0,3
